8549.125,8338.315,8175.035,8161.195,8297.978,8576.767,8925.183,9220.172,9561.466,9860.368,10135.577,10153.227,10122.167,10053.449,10010.244,10095.25,10460.397,11347.843,11414.433,11297.391,11227.325,11024.507,10704.934,10369.026
10052.335,9961.436,9880.421,10095.15,10360.434,10803.265,11317.268,11796.305,11943.109,11558.336,11083.251,10694.126,10249.739,9864.32,9558.154,9454.75,9974.131,11098.608,11530.708,11606.927,11660.013,11507.046,11174.206,10770.581
10483.54,10358.748,10325.857,10426.059,10641.432,11040.95,11489.861,11931.318,12092.794,11611.958,10999.08,10565.196,10275.793,10011.296,9835.984,9701.019,10161.578,11390.603,11887.172,12026.453,11940.746,11568.785,11060.832,10460.278
10211.26,10015.07,10108.708,10412.017,10953.384,11938.561,13210.584,13681.303,13401.896,13125.746,12945.77,12763.715,12675.558,12688.009,12665.951,12926.773,13522.916,14806.931,15153.78,15111.024,15009.329,14650.642,13987.203,13460.592
13340.315,13441.478,13691.225,14004.799,14664.054,15757.811,17127.35,17681.247,17182.894,16441.36,15764.525,15147.274,14545.453,14070.182,13773.314,13766.259,14337.624,15623.692,16052.726,16116.208,15981.889,15499.761,14781.452,14294.725
14074.988,14097.092,14164.275,14415.534,14900.412,15765.429,17004.405,17385.316,16621.93,15278.067,14086.978,13278.694,12595.017,12186.24,11861.059,11890.102,12402.59,13531.262,13851.296,13734.666,13466.075,12885.959,12050.724,11319.152
10827.483,10573.075,10523.357,10613.948,10879.349,11678.05,12893.496,13424.595,13158.505,12718.067,12426.407,12109.003,11778.552,11503.972,11326.792,11346.008,11650.644,12565.207,12845.665,12726.521,12529.331,12007.549,11281.709,10498.229
10041.376,9821.168,9675.074,9739.133,10066.152,10805.636,12007.807,12571.201,12316.609,12189.642,12106.08,11996.531,11799.429,11649.765,11518.076,11556.581,11878.76,12425.307,12328.46,12056.431,11699.097,11144.898,10624.709,9967.441
9523.938,9235.665,9067.931,9059.078,9108.446,9328.841,9745.136,10204.202,10671.497,10870.147,10806.911,10726.545,10478.796,10206.522,10076.759,10049.359,10324.073,11007.785,11057.351,10908.615,10630.486,10302.97,9804.112,9211.91
8780.921,8379.377,8142.076,7966.074,7975.875,8082.91,8330.432,8654.341,9040.661,9389.455,9449.763,9308.328,9213.848,9168.074,9129.378,9146.204,9601.471,10453.886,11015.021,11082.524,11085.641,10806.238,10290.767,9890.919
9658.985,9727.115,9913.26,10290.727,11035.193,12133.531,13771.608,14398.629,13897.61,13208.811,12702.347,12231.49,11859.162,11578.188,11408.326,11493.583,11955.861,13359.899,13856.873,13979.489,13884.427,13464.16,12831.871,12363.953
12077.382,12013.726,11969.662,12096.98,12476.036,13306.632,14527.283,14913.872,14213.508,13521.205,12990.248,12572.48,12240.486,11971.466,11611.671,11606.571,12162.68,13179.906,13464.83,13446.241,13310.635,12910.732,12328.626,11807.788
11557.829,11635.321,11808.775,12133.568,12762.861,13839.718,15342.466,15936.848,15320.799,14651.657,14164.645,12926.977,13166.472,12538.991,12342.768,12449.435,12981.479,14213.493,14778.284,14815.385,14700.994,14289.25,13632.707,12999.13
12559.162,12476.733,12330.689,12405.222,12794.175,13645.854,14827.114,15234.349,14528.531,13515.516,12673.178,11893.117,11265.502,10963.267,10640.764,10530.908,10837.234,11818.651,12246.642,12283.324,12176.238,11728.281,11068.238,10452.208
10068.23,9954.67,9994.141,10161.761,10655.7,11606.009,13027.078,13556.604,13108.454,12306.764,11670.696,11204.072,10964.934,10869.828,10909.464,11099.194,11640.585,12210.076,12137.915,11829.321,11601.565,11090.82,10587.9,9953.585
9497.973,9228.59,9026.28,9068.461,9202.297,9499.15,9968.283,10524.079,10883.622,10808.813,10479.746,10187.39,9897.736,9704.693,9586.844,9553.3,9826.975,10684.2,11052.497,11014.345,10952.743,10724.457,10457.894,10104.574
9763.888,9701.203,9676.082,9720.021,9884.135,10159.947,10540.234,11086.459,11693.538,12231.473,12635.044,12882.044,13040.28,12931.304,12629.703,12541.445,12791.688,13501.517,13763.22,13600.003,13463.123,13060.132,12549.2,12089.459
11800.839,11659.365,11762.582,12109.318,12766.206,13618.528,14619.548,15333.612,15430.665,15244.963,15012.816,14766.003,14501.084,14235.89,14062.618,14178.307,14930.972,16351.467,16978.862,17086.027,17083.512,16632.524,16063.379,15599.039
15441.891,15489.474,15708.135,16016.304,16494.471,17408.103,18572.438,18947.712,18302.866,17432.724,16834.571,16225.899,15698.29,15334.595,15003.929,15004.523,15607.446,16842.372,17411.592,17408.504,17308.853,16950.118,16223.656,15640.877
15381.227,15396.305,15575.194,15794.43,16254.169,17065.34,18120.397,18277.556,17614.807,16631.968,15702.849,14859.418,14475.725,14110.68,13820.233,13928.21,14419.957,15377.145,15595.219,15488.645,15294.987,14823.061,14031.029,13379.22
12940.91,12914.833,13047.144,13303.626,13819.913,14676.855,15871.933,16427.867,16004.514,15223.436,14716.597,14218.51,13665.705,13224.222,12968.147,12918.736,13375.126,14575.42,15272.771,15433.926,15374.179,15021.878,14518.514,14000.73
13682.104,13652.778,13758.669,13963.613,14327.143,14998.037,15716.052,16136.365,16146.377,16090.25,15961.115,16060.556,16064.543,16025.62,16069.683,16155.492,16459.299,17147.319,17077.577,16511.277,16049.863,15461.55,14737.881,14180.045
13752.154,13621.169,13564.413,13647.676,13801.161,14074.94,14439.559,14977.718,15459.631,15831.328,15979.292,16065.164,16099.873,16023.866,16000.1,16124.456,16383.753,16970.9,16999.129,16572.198,16080.587,15487.557,14835.471,14111.054
13631.325,13457.163,13343.915,13416.892,13528.245,13880.044,14321.029,14706.185,14687.089,14267.121,13659.853,13225.693,12761.13,12327.008,12021.726,11923.063,12332.188,13557.259,14440.898,14649.523,14583.882,14353.264,14028.057,13733.154
13615.374,13713.492,13886.107,14195.443,14662.921,15296.094,16132.591,16501.944,16065.661,15078.267,14118.787,13372.057,12714.164,12166.564,11874.238,11909.239,12402.785,13458.362,13997.279,13861.178,13591.259,13088.839,12420.661,11844.313
11473.737,11392.28,11447.865,11523.409,11831.136,12399.377,13184.187,13522.163,13266.616,12745.151,12151.893,11608.003,11159.297,10851.545,10774.438,10735.569,10991.514,11901.975,12294.648,12163.354,11816.93,11312.485,10639.673,10041.488
9515.259,9316.837,9314.217,9420.931,9798.459,10597.977,11661.286,12230.351,12291.259,12335.214,12312.327,12020.239,11877.223,11648.462,11473.225,11473.367,11733.603,12799.469,13486.325,13598.482,13558.671,13129.401,12583.182,12112.693
