8.536,7.289
8.06,6.159
8.618,7.483
9.534,10.125
10.382,12.497
11.155,14.236
11.914,15.435
12.708,15.789
13.074,15.915
13.095,15.916
12.936,15.893
12.613,15.749
12.216,15.573
11.78,15.259
11.273,14.446
10.806,13.698
10.37,12.507
9.988,11.459
9.668,10.571
9.409,9.819
9.167,9.121
8.963,8.528
8.777,7.989
8.475,7.196
8.133,6.385
7.846,5.704
7.657,5.257
7.654,5.251
7.822,5.652
8.163,6.465
8.456,7.162
8.514,7.301
8.337,6.881
8.066,6.237
7.825,5.665
7.623,5.188
7.416,4.77
7.205,4.39
7.019,4.055
7.05,4.111
7.202,4.387
7.321,4.602
7.336,4.63
7.364,4.68
7.394,4.735
7.373,4.697
7.422,4.787
7.51,4.947
7.645,5.25
7.837,5.708
8.041,6.196
8.276,6.756
8.496,7.28
8.6,7.528
8.667,7.715
8.734,7.912
8.783,8.056
8.731,7.906
8.594,7.518
8.313,6.85
7.995,6.094
7.864,5.782
7.608,5.171
7.153,4.309
6.631,3.366
6.277,2.817
6.161,2.667
6.167,2.676
6.366,2.935
6.622,3.354
6.826,3.725
6.997,4.036
7.086,4.197
7.193,4.391
7.336,4.652
7.479,4.913
7.583,5.133
7.715,5.447
7.797,5.644
7.766,5.572
7.675,5.354
7.678,5.362
7.879,5.844
8.224,6.667
8.505,7.338
8.496,7.318
8.066,6.293
7.364,4.712
6.763,3.624
6.433,3.035
6.143,2.656
5.695,2.071
5.267,1.555
5.261,1.549
5.243,1.532
5.295,1.58
5.362,1.64
5.307,1.591
5.111,1.414
4.895,1.218
4.687,1.03
4.571,0.925
4.516,0.875
4.51,0.87
4.675,1.019
4.773,1.107
4.309,0.688
4.162,0.603
4.043,0.537
3.967,0.495
3.854,0.433
3.689,0.342
3.488,0.23
3.277,0.114
3.033,0.068
2.905,0.058
2.844,0.053
2.902,0.058
3.088,0.072
3.253,0.1
3.39,0.176
3.543,0.26
3.677,0.334
3.79,0.396
3.918,0.467
3.985,0.504
3.967,0.493
3.93,0.473
3.866,0.437
3.695,0.343
3.451,0.208
3.176,0.079
3.009,0.066
2.99,0.065
3.097,0.073
3.198,0.081
3.25,0.096
3.222,0.082
3.1,0.073
2.963,0.062
2.88,0.056
2.911,0.058
2.929,0.06
2.85,0.053
2.774,0.048
2.719,0.043
2.633,0.037
2.502,0.026
2.383,0.017
2.328,0.013
2.267,0.008
2.145,0
2.053,0
2.047,0
2.02,0
1.94,0
1.858,0
1.815,0
1.815,0
1.837,0
1.882,0
1.934,0
1.959,0
1.928,0
1.876,0
1.846,0
1.8,0
1.767,0
1.739,0
1.663,0
1.559,0
1.483,0
1.403,0
1.315,0
1.269,0
1.193,0
1.113,0
1.104,0
1.107,0
1.08,0
1.049,0
0.973,0
0.894,0
0.839,0
0.827,0
0.824,0
0.836,0
0.863,0
0.833,0
0.766,0
0.714,0
0.671,0
0.662,0
0.665,0
0.671,0
0.717,0
0.781,0
0.817,0
0.86,0
0.906,0
0.93,0
0.949,0
0.955,0
0.921,0
0.921,0
0.955,0
1.055,0
1.174,0
1.257,0
1.312,0
1.336,0
1.354,0
1.354,0
1.373,0
1.382,0
1.394,0
1.415,0
1.419,0
1.409,0
1.394,0
1.391,0
1.416,0
1.455,0
1.513,0
1.574,0
1.647,0
1.715,0
1.788,0
1.876,0
1.98,0
2.087,0
2.163,0
2.215,0.004
2.258,0.007
2.276,0.009
2.276,0.009
2.304,0.011
2.343,0.014
2.395,0.018
2.441,0.022
2.484,0.025
2.536,0.029
2.575,0.032
2.618,0.035
2.664,0.039
2.688,0.041
2.706,0.042
2.731,0.044
2.767,0.047
2.81,0.05
2.853,0.054
2.88,0.056
2.89,0.056
2.886,0.056
2.868,0.055
2.828,0.052
2.789,0.049
2.749,0.046
2.7,0.042
2.642,0.037
2.593,0.034
2.551,0.03
2.52,0.028
2.493,0.026
2.484,0.025
2.502,0.027
2.517,0.028
2.511,0.027
2.493,0.026
2.474,0.024
2.484,0.025
2.52,0.028
2.548,0.03
2.554,0.031
2.563,0.031
2.578,0.033
2.587,0.033
2.587,0.033
2.563,0.031
2.508,0.027
2.444,0.022
2.389,0.018
2.313,0.012
2.206,0.004
2.108,0
2.053,0
2.005,0
1.965,0
1.916,0
1.858,0
1.803,0
1.766,0
1.748,0
1.715,0
1.647,0
1.611,0
1.596,0
1.577,0
1.553,0
1.535,0
1.522,0
1.507,0
1.473,0
1.446,0
1.44,0
1.446,0
1.409,0
1.318,0
1.257,0
1.248,0
1.223,0
1.101,0
0.982,0
0.997,0
1.086,0
1.113,0
1.071,0
1.049,0
1.068,0
1.113,0
1.181,0
1.272,0
1.37,0
1.412,0
1.419,0
1.428,0
1.452,0
1.455,0
1.419,0
1.388,0
1.397,0
1.425,0
1.4,0
1.306,0
1.162,0
1.04,0
1.062,0
1.211,0
1.358,0
1.437,0
1.504,0
1.583,0
1.678,0
1.754,0
1.794,0
1.821,0
1.852,0
1.895,0
1.959,0
2.011,0
2.059,0
2.139,0
2.258,0.009
2.334,0.014
2.285,0.011
2.175,0.002
2.111,0
2.075,0
2.017,0
1.956,0
1.956,0
2.017,0
2.072,0
2.142,0
2.224,0.006
2.291,0.011
2.304,0.012
2.282,0.011
2.243,0.007
2.182,0.003
2.09,0
2.014,0
1.974,0
1.959,0
1.962,0
